start,end,file,Catharus guttatus_Hermit Thrush,Hylocichla mustelina_Wood Thrush,Piranga olivacea_Scarlet Tanager,Seiurus aurocapilla_Ovenbird,Turdus migratorius_American Robin,Sphyrapicus varius_Yellow-bellied Sapsucker,Poecile atricapillus_Black-capped Chickadee,Setophaga virens_Black-throated Green Warbler,Sitta canadensis_Red-breasted Nuthatch,Setophaga fusca_Blackburnian Warbler,Catharus fuscescens_Veery,Chaetura pelagica_Chimney Swift,Regulus satrapa_Golden-crowned Kinglet,Setophaga caerulescens_Black-throated Blue Warbler,Cyanocitta cristata_Blue Jay,Zonotrichia leucophrys_White-crowned Sparrow,Setophaga castanea_Bay-breasted Warbler,Dryocopus pileatus_Pileated Woodpecker,Pheucticus ludovicianus_Rose-breasted Grosbeak,Vireo flavifrons_Yellow-throated Vireo,Aegolius acadicus_Northern Saw-whet Owl
21.0,24.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_220200.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_214600.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_210300.WAV,0.6035974621772766,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_210300.WAV,0.4700898826122284,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_210300.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_202700.WAV,,,,0.4776988625526428,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_202700.WAV,0.6641982197761536,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_202700.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_214200.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_210700.WAV,0.7677637338638306,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_210700.WAV,0.5098536014556885,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_210700.WAV,0.6059503555297852,0.511991560459137,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_210700.WAV,0.7288186550140381,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_210700.WAV,0.4490399956703186,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_210700.WAV,0.5323764085769653,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_210700.WAV,0.5426510572433472,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_210700.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_220600.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_212300.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_204600.WAV,0.7647509574890137,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_204600.WAV,0.42157456278800964,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_204600.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_215900.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_204400.WAV,,0.6898467540740967,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_204400.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_212100.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_220400.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_214000.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_210500.WAV,0.5608653426170349,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_210500.WAV,0.4683389365673065,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_210500.WAV,,0.606394350528717,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_210500.WAV,0.7663695216178894,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_210500.WAV,0.5748111605644226,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_210500.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_213800.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_202500.WAV,,,,0.6129193305969238,,,,,,,,,,,,,,,,,
54.0,55.0,20250620_202500.WAV,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20250620_204300.WAV,,,,,,,,,,,,,,,,,,,,,
